,housetype,waste,trash,stagnantwater,nearstable,ventilation,cleanyard,mediumyard,kitchenoutside,sharebedkitch,numroom,floor,outerwall,roof,housesqm,own_house,own_otherbuilding,own_land,own_livestock,own_poultry,own_tanamankeras,own_vehicles,own_hhappliance,own_fininstrument_7,own_receivables,own_jewelry,own_others,ricebought,ipercap,own_fininstrument_14
8972,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,4.0,50.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,50.0,5560000.0,3.0
8973,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,4.0,72.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2184500.0,3.0
8974,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,9.0,3.0,1.0,4.0,56.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,10.0,1440000.0,3.0
8975,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,8.0,3.0,1.0,4.0,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,21.0,6900000.0,3.0
8976,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,6.0,1.0,4.0,60.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,975000.0,3.0
8977,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,80.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,666666.6666666666,3.0
8978,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,6.0,6.0,1.0,4.0,80.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,980000.0,3.0
8979,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,100.0,4.0,40.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,2124000.0,3.0
8980,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,4.0,90.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3433333.3333333335,3.0
8981,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,4.0,40.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,533333.3333333334,3.0
8982,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,2000000.0,3.0
8983,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,2.0,1.0,4.0,72.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,5.25,0.0,3.0
8984,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,4.0,15.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.5,10600000.0,3.0
8985,5.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,32.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,10.0,20000000.0,3.0
8986,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,48.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,10.0,27000000.0,1.0
8987,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,9.0,2.0,1.0,4.0,120.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,50.0,416666.6666666667,3.0
8988,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,100.0,12.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,2400000.0,3.0
8989,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,6.0,3.0,4.0,15.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,1404000.0,3.0
8990,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,4.0,48.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,2347500.0,3.0
8991,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0,3.0,1.0,4.0,84.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,250000.0,3.0
8992,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,2349000.0,3.0
8994,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,2.0,1.0,4.0,60.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2400000.0,3.0
8995,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,70.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,13416666.666666666,3.0
8996,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,6.0,1.0,4.0,54.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,2000000.0,3.0
8997,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,224.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,900000.0,3.0
8998,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,72.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0
8999,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,4.0,24.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,333333.3333333333,3.0
9000,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,78.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,10.0,1733333.3333333333,3.0
9001,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,2.0,4.0,18.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,2800000.0,1.0
9002,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,32.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,10.0,375000.0,3.0
9003,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,1.0,4.0,60.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,25.0,1240000.0,3.0
9004,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,4.0,90.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,10.0,500000.0,3.0
9005,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,1.0,4.0,120.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,13333333.333333334,1.0
9006,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,4.0,54.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,3200000.0,3.0
9007,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,7.0,3.0,1.0,4.0,120.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,2426666.6666666665,3.0
9008,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,18.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0
9009,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,66.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,910000.0,3.0
9010,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,15.0,2.0,1.0,4.0,120.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1527272.7272727273,1.0
9012,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,10.0,3.0,1.0,4.0,108.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,7000000.0,1.0
9013,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,7.0,3.0,1.0,4.0,80.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,6640000.0,3.0
9014,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,80.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,2730000.0,3.0
9015,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,5.0,6.0,1.0,4.0,78.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,25.0,750000.0,3.0
9016,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,4.0,100.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,12.0,2033333.3333333333,3.0
9017,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,7.0,3.0,1.0,4.0,70.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,12.0,1650000.0,3.0
9018,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,3.0,1.0,4.0,120.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3000000.0,3.0
9019,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,7.0,3.0,1.0,4.0,117.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1650000.0,3.0
9020,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,91.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,5520000.0,3.0
9022,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,4.0,84.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,10.0,740000.0,3.0
9023,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,3.0,1.0,4.0,70.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3000000.0,3.0
9024,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,3.0,1.0,4.0,52.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1371428.5714285714,3.0
9025,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,4.0,60.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,1545000.0,3.0
9030,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,120.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2250000.0,3.0
9031,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,1.0,4.0,78.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,1986666.6666666667,3.0
9032,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,120.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,10.0,840000.0,3.0
9033,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,4.0,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,1300000.0,3.0
9035,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,96.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,10.0,1838333.3333333333,3.0
9036,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1600000.0,3.0
9038,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,450000.0,3.0
9039,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.0,1.0,4.0,54.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,5697500.0,3.0
9040,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,12.0,1.0,1.0,4.0,350.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,1400000.0,3.0
9041,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,2.0,1.0,4.0,85.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,2300000.0,3.0
9042,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,4.0,100.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,10.0,4833333.333333333,1.0
9043,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,40.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3833333.3333333335,3.0
9044,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,4.0,45.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,160000.0,3.0
9045,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,4.0,100.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,10.0,2687500.0,3.0
9047,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,4.0,112.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0
9049,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,3.0,1.0,4.0,48.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,1620000.0,3.0
9050,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,160.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,10.0,3300000.0,3.0
9052,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0,1.0,4.0,45.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1500000.0,1.0
9054,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,9.0,1.0,1.0,5.0,160.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,10.0,2400000.0,1.0
9055,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,8.0,3.0,1.0,4.0,66.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,4125000.0,3.0
9058,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,4.0,56.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,301666.6666666667,3.0
9059,6.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,11.0,1.0,1.0,4.0,140.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,3.0
9060,5.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,10.0,1.0,1.0,4.0,400.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,4500000.0,3.0
9061,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,11.0,1.0,1.0,4.0,114.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,25.0,14033333.333333334,1.0
9062,6.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0
9065,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,11.0,6.0,1.0,5.0,66.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,10.0,7475000.0,3.0
9066,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,85.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,25.0,5850000.0,1.0
9067,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,6.0,1.0,4.0,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,10.0,2040000.0,3.0
9068,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,7.0,3.0,1.0,4.0,42.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,4700000.0,3.0
9069,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,1.0,4.0,90.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,7200000.0,1.0
9071,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,21.0,2.0,1.0,4.0,684.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,9357142.857142856,1.0
9072,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,13.0,1.0,1.0,3.0,225.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,18850000.0,3.0
9074,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,6.0,1.0,1.0,4.0,84.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,0.0,3200000.0,1.0
9075,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,1.0,4.0,112.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,828571.4285714285,1.0
9076,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,10.0,3.0,1.0,4.0,400.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,10.0,0.0,3.0
9077,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,364.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,6250000.0,3.0
9078,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,8.0,1.0,1.0,5.0,100.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,10114285.714285715,1.0
9079,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,10.0,1.0,1.0,5.0,120.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,40.0,3900000.0,1.0
9080,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,2.0,1.0,4.0,189.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,9225000.0,3.0
9081,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,42.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,2000000.0,1.0
9083,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,1.0,4.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,1172222.2222222222,3.0
9084,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,42.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1200000.0,3.0
9085,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,30.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,3050000.0,3.0
9086,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,18.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,25.0,1500000.0,3.0
9087,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,50.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,10.5,2438181.8181818184,3.0
9089,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,3.0,4.0,48.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,2000000.0,3.0
9092,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,12.0,1.0,1.0,4.0,150.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,0.0,3.0
9093,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,28.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,8.75,2857142.8571428573,3.0
9095,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,4.0,100.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,2100000.0,3.0
9097,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,4.0,76.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,7.0,1500000.0,3.0
9098,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,1.0,4.0,65.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.5,9900000.0,3.0
9099,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,72.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,10000000.0,3.0
9100,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,28.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,5.25,3800000.0,3.0
9101,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,72.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,600000.0,3.0
9102,5.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,4400000.0,1.0
9103,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,8.0,3.0,1.0,4.0,110.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,1560000.0,3.0
9104,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,16800000.0,3.0
9105,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,36.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,1690000.0,3.0
9106,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,72.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.5,4800000.0,3.0
